watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-20_7_,2018-10-20_7_,yes,0.6741573033707865,0.7696629213483146,0.34269662921348315,0.4350282485875706
2018-10-20_7_,2018-10-20_8_,no,0.6217948717948718,0.5769230769230769,0.2631578947368421,0.27631578947368424
2018-10-20_7_,2018-10-22_10,no,0.5368620037807184,0.5422138836772983,0.171875,0.17254901960784313
2018-10-20_7_,2018-10-22_11,no,0.5518341307814992,0.5441412520064205,0.15384615384615385,0.15254237288135594
2018-10-20_7_,2018-10-22_9_,no,0.5247813411078717,0.5536480686695279,0.1903323262839879,0.18235294117647058
2018-10-20_7_,2018-10-27_12,no,0.554806070826307,0.5677966101694916,0.1939799331103679,0.2080536912751678
2018-10-20_7_,2018-10-27_13,no,0.5189620758483033,0.5423387096774194,0.18025751072961374,0.1722689075630252
2018-10-20_7_,2018-10-27_14,no,0.5295857988165681,0.5406976744186046,0.16374269005847952,0.17365269461077845
2018-10-20_7_,2018-10-27_15,no,0.5681818181818182,0.5994962216624685,0.19289340101522842,0.16842105263157894
2018-10-20_7_,2018-10-27_16,no,0.548440065681445,0.5293132328308208,0.19795221843003413,0.1423728813559322
2018-10-20_7_,2018-10-27_17,no,0.5590994371482176,0.5559772296015181,0.1717557251908397,0.09689922480620156
2018-10-20_7_,2018-10-27_18,no,0.5752577319587628,0.5883575883575883,0.15418502202643172,0.1702127659574468
2018-10-20_7_,2018-10-27_19,no,0.5843230403800475,0.6255924170616114,0.16243654822335024,0.16267942583732056
2018-10-20_7_,2018-10-27_20,no,0.5660919540229885,0.5835734870317003,0.14655172413793102,0.16257668711656442
2018-10-20_7_,2018-10-27_21,no,0.5972006220839814,0.536697247706422,0.21035598705501618,0.12131147540983607
2018-10-20_7_,2018-10-27_22,no,0.546572934973638,0.5865724381625441,0.13732394366197184,0.13427561837455831
2018-10-20_7_,2018-10-27_23,no,0.5509803921568628,0.5526838966202783,0.17254901960784313,0.12156862745098039
2018-10-20_7_,2018-10-27_24,no,0.5929577464788732,0.6072423398328691,0.17222222222222222,0.15339233038348082
2018-10-20_8_,2018-10-20_7_,no,0.5690140845070423,0.5459770114942529,0.13609467455621302,0.1927710843373494
2018-10-20_8_,2018-10-20_8_,yes,0.5987261146496815,0.7307692307692307,0.44,0.5405405405405406
2018-10-20_8_,2018-10-22_10,no,0.5551330798479087,0.5641509433962264,0.1975806451612903,0.16988416988416988
2018-10-20_8_,2018-10-22_11,no,0.5575079872204473,0.5543307086614173,0.1873015873015873,0.16612377850162866
2018-10-20_8_,2018-10-22_9_,no,0.5467625899280576,0.5545851528384279,0.12753623188405797,0.1836734693877551
2018-10-20_8_,2018-10-27_12,no,0.5505050505050505,0.5495798319327732,0.18085106382978725,0.1625441696113074
2018-10-20_8_,2018-10-27_13,no,0.5070422535211268,0.5467479674796748,0.16532258064516128,0.128099173553719
2018-10-20_8_,2018-10-27_14,no,0.5838150289017341,0.5380116959064327,0.1744186046511628,0.12422360248447205
2018-10-20_8_,2018-10-27_15,no,0.5516372795969773,0.5289672544080605,0.1218274111675127,0.16161616161616163
2018-10-20_8_,2018-10-27_16,no,0.5204582651391162,0.5599343185550082,0.12582781456953643,0.13793103448275862
2018-10-20_8_,2018-10-27_17,no,0.5627376425855514,0.5547024952015355,0.18007662835249041,0.14566929133858267
2018-10-20_8_,2018-10-27_18,no,0.5578512396694215,0.5126582278481012,0.23140495867768596,0.17372881355932204
2018-10-20_8_,2018-10-27_19,no,0.5917874396135265,0.5458937198067633,0.18048780487804877,0.20772946859903382
2018-10-20_8_,2018-10-27_20,no,0.5423976608187134,0.5129682997118156,0.17302052785923755,0.1440922190201729
2018-10-20_8_,2018-10-27_21,no,0.5388198757763976,0.5403726708074534,0.15479876160990713,0.15873015873015872
2018-10-20_8_,2018-10-27_22,no,0.5325131810193322,0.5391459074733096,0.13382899628252787,0.16974169741697417
2018-10-20_8_,2018-10-27_23,no,0.5407554671968191,0.5522682445759369,0.15352697095435686,0.15163934426229508
2018-10-20_8_,2018-10-27_24,no,0.576056338028169,0.5607344632768362,0.1608187134502924,0.13513513513513514
2018-10-22_10,2018-10-20_7_,no,0.5616045845272206,0.5545977011494253,0.17058823529411765,0.19883040935672514
2018-10-22_10,2018-10-20_8_,no,0.5961538461538461,0.5641025641025641,0.2857142857142857,0.18181818181818182
2018-10-22_10,2018-10-22_10,yes,0.6197718631178707,0.6603053435114504,0.34600760456273766,0.3549618320610687
2018-10-22_10,2018-10-22_11,no,0.5434083601286174,0.5102685624012638,0.15894039735099338,0.16831683168316833
2018-10-22_10,2018-10-22_9_,no,0.5209840810419681,0.5232558139534884,0.18895348837209303,0.19476744186046513
2018-10-22_10,2018-10-27_12,no,0.543046357615894,0.5348837209302325,0.1696113074204947,0.2026578073089701
2018-10-22_10,2018-10-27_13,no,0.5269461077844312,0.5651302605210421,0.15637860082304528,0.175
2018-10-22_10,2018-10-27_14,no,0.546242774566474,0.561046511627907,0.1317365269461078,0.21176470588235294
2018-10-22_10,2018-10-27_15,no,0.5681818181818182,0.5483870967741935,0.09042553191489362,0.15425531914893617
2018-10-22_10,2018-10-27_16,no,0.5475409836065573,0.5344262295081967,0.14726027397260275,0.14715719063545152
2018-10-22_10,2018-10-27_17,no,0.5361216730038023,0.5353728489483748,0.10227272727272728,0.10894941634241245
2018-10-22_10,2018-10-27_18,no,0.5599173553719008,0.5421940928270043,0.14705882352941177,0.15966386554621848
2018-10-22_10,2018-10-27_19,no,0.5995260663507109,0.5666666666666667,0.16417910447761194,0.15
2018-10-22_10,2018-10-27_20,no,0.5530085959885387,0.5511695906432749,0.08882521489971347,0.10876132930513595
2018-10-22_10,2018-10-27_21,no,0.5978260869565217,0.5478395061728395,0.11180124223602485,0.10819672131147541
2018-10-22_10,2018-10-27_22,no,0.5373665480427047,0.5803571428571429,0.10150375939849623,0.1223021582733813
2018-10-22_10,2018-10-27_23,no,0.5632411067193676,0.5634920634920635,0.13043478260869565,0.11857707509881422
2018-10-22_10,2018-10-27_24,no,0.597457627118644,0.5910364145658263,0.10734463276836158,0.14565826330532214
2018-10-22_11,2018-10-20_7_,no,0.5542857142857143,0.5488505747126436,0.16374269005847952,0.14619883040935672
2018-10-22_11,2018-10-20_8_,no,0.5974842767295597,0.5705128205128205,0.20270270270270271,0.1794871794871795
2018-10-22_11,2018-10-22_10,no,0.540952380952381,0.5325670498084292,0.1865079365079365,0.1593625498007968
2018-10-22_11,2018-10-22_11,yes,0.6403785488958991,0.6525157232704403,0.22641509433962265,0.33647798742138363
2018-10-22_11,2018-10-22_9_,no,0.5730994152046783,0.5701754385964912,0.1871345029239766,0.20760233918128654
2018-10-22_11,2018-10-27_12,no,0.5266666666666666,0.5791245791245792,0.18466898954703834,0.18181818181818182
2018-10-22_11,2018-10-27_13,no,0.5304878048780488,0.5212981744421906,0.17647058823529413,0.13983050847457626
2018-10-22_11,2018-10-27_14,no,0.5828402366863905,0.5946745562130178,0.14814814814814814,0.15527950310559005
2018-10-22_11,2018-10-27_15,no,0.5760598503740648,0.5851851851851851,0.17587939698492464,0.19895287958115182
2018-10-22_11,2018-10-27_16,no,0.5357737104825291,0.5204582651391162,0.14965986394557823,0.18835616438356165
