watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-30_10,2018-10-30_10,yes,0.5631399317406144,0.5862068965517241,0.1736111111111111,0.2517985611510791
2018-10-30_10,2018-10-30_1_,no,0.5186567164179104,0.5650557620817844,0.11450381679389313,0.20155038759689922
2018-10-30_10,2018-10-30_2_,no,0.5692307692307692,0.5746835443037974,0.18579234972677597,0.16393442622950818
2018-10-30_10,2018-10-30_3_,no,0.5421994884910486,0.5739795918367347,0.18478260869565216,0.17258883248730963
2018-10-30_10,2018-10-30_4_,no,0.5934489402697495,0.5977229601518027,0.16862745098039217,0.16194331983805668
2018-10-30_10,2018-10-30_5_,no,0.5439560439560439,0.6386554621848739,0.16111111111111112,0.15384615384615385
2018-10-30_10,2018-10-30_6_,no,0.5605381165919282,0.5562913907284768,0.19282511210762332,0.18396226415094338
2018-10-30_10,2018-10-30_7_,no,0.5919540229885057,0.5777351247600768,0.27091633466135456,0.16541353383458646
2018-10-30_10,2018-10-30_8_,no,0.5557553956834532,0.5343915343915344,0.1760299625468165,0.14393939393939395
2018-10-30_10,2018-10-30_9_,no,0.5672514619883041,0.5564356435643565,0.16731517509727625,0.16796875
2018-10-30_1_,2018-10-30_10,no,0.5586206896551724,0.532871972318339,0.2,0.16551724137931034
2018-10-30_1_,2018-10-30_1_,yes,0.5037037037037037,0.5074626865671642,0.15789473684210525,0.15151515151515152
2018-10-30_1_,2018-10-30_2_,no,0.5431472081218274,0.517948717948718,0.2568306010928962,0.20207253886010362
2018-10-30_1_,2018-10-30_3_,no,0.5699481865284974,0.5615384615384615,0.18134715025906736,0.13157894736842105
2018-10-30_1_,2018-10-30_4_,no,0.5547169811320755,0.5386064030131826,0.15384615384615385,0.19444444444444445
2018-10-30_1_,2018-10-30_5_,no,0.5434173669467787,0.5658263305322129,0.19886363636363635,0.18888888888888888
2018-10-30_1_,2018-10-30_6_,no,0.58719646799117,0.5511111111111111,0.09433962264150944,0.14222222222222222
2018-10-30_1_,2018-10-30_7_,no,0.5804597701149425,0.5572519083969466,0.19615384615384615,0.23921568627450981
2018-10-30_1_,2018-10-30_8_,no,0.5569395017793595,0.5439856373429084,0.16666666666666666,0.18478260869565216
2018-10-30_1_,2018-10-30_9_,no,0.581532416502947,0.5924453280318092,0.1935483870967742,0.1927710843373494
2018-10-30_2_,2018-10-30_10,no,0.5567010309278351,0.5938566552901023,0.1276595744680851,0.14893617021276595
2018-10-30_2_,2018-10-30_1_,no,0.5518518518518518,0.5370370370370371,0.17037037037037037,0.15555555555555556
2018-10-30_2_,2018-10-30_2_,yes,0.6091370558375635,0.5592783505154639,0.32653061224489793,0.29381443298969073
2018-10-30_2_,2018-10-30_3_,no,0.5626598465473146,0.549367088607595,0.1443850267379679,0.13114754098360656
2018-10-30_2_,2018-10-30_4_,no,0.5711538461538461,0.5865384615384616,0.21235521235521235,0.2
2018-10-30_2_,2018-10-30_5_,no,0.5494505494505495,0.5604395604395604,0.16470588235294117,0.17647058823529413
2018-10-30_2_,2018-10-30_6_,no,0.5862831858407079,0.6022471910112359,0.1320754716981132,0.14096916299559473
2018-10-30_2_,2018-10-30_7_,no,0.6406844106463878,0.5708812260536399,0.2681992337164751,0.2364341085271318
2018-10-30_2_,2018-10-30_8_,no,0.6035714285714285,0.5557522123893806,0.1935483870967742,0.18345323741007194
2018-10-30_2_,2018-10-30_9_,no,0.5515873015873016,0.5544554455445545,0.1598360655737705,0.17083333333333334
2018-10-30_3_,2018-10-30_10,no,0.547945205479452,0.593103448275862,0.15862068965517243,0.18705035971223022
2018-10-30_3_,2018-10-30_1_,no,0.5932835820895522,0.6305970149253731,0.20149253731343283,0.25735294117647056
2018-10-30_3_,2018-10-30_2_,no,0.5400516795865633,0.582901554404145,0.14507772020725387,0.1631578947368421
2018-10-30_3_,2018-10-30_3_,yes,0.5368956743002544,0.5850515463917526,0.225130890052356,0.25906735751295334
2018-10-30_3_,2018-10-30_4_,no,0.5613026819923371,0.5478927203065134,0.16342412451361868,0.19678714859437751
2018-10-30_3_,2018-10-30_5_,no,0.5251396648044693,0.5623268698060941,0.18435754189944134,0.1853932584269663
2018-10-30_3_,2018-10-30_6_,no,0.5548098434004475,0.5483146067415731,0.19444444444444445,0.22119815668202766
2018-10-30_3_,2018-10-30_7_,no,0.5938697318007663,0.5938697318007663,0.208,0.208
2018-10-30_3_,2018-10-30_8_,no,0.54673721340388,0.5964285714285714,0.18596491228070175,0.24555160142348753
2018-10-30_3_,2018-10-30_9_,no,0.5632411067193676,0.5595238095238095,0.19123505976095617,0.13877551020408163
2018-10-30_4_,2018-10-30_10,no,0.5993150684931506,0.5392491467576792,0.1292517006802721,0.19148936170212766
2018-10-30_4_,2018-10-30_1_,no,0.5746268656716418,0.5910780669144982,0.11627906976744186,0.15503875968992248
2018-10-30_4_,2018-10-30_2_,no,0.5541237113402062,0.620253164556962,0.14814814814814814,0.20526315789473684
2018-10-30_4_,2018-10-30_3_,no,0.5751295336787565,0.5954198473282443,0.1282051282051282,0.1326530612244898
2018-10-30_4_,2018-10-30_4_,yes,0.6647509578544061,0.6622137404580153,0.21912350597609562,0.26136363636363635
2018-10-30_4_,2018-10-30_5_,no,0.5642458100558659,0.5139664804469274,0.17058823529411765,0.13142857142857142
2018-10-30_4_,2018-10-30_6_,no,0.5695067264573991,0.5245535714285714,0.27906976744186046,0.26635514018691586
2018-10-30_4_,2018-10-30_7_,no,0.5093984962406015,0.5416666666666666,0.2015810276679842,0.15725806451612903
2018-10-30_4_,2018-10-30_8_,no,0.5080500894454383,0.5745062836624776,0.26838235294117646,0.1978021978021978
2018-10-30_4_,2018-10-30_9_,no,0.5912698412698413,0.5734126984126984,0.19583333333333333,0.25102880658436216
2018-10-30_5_,2018-10-30_10,no,0.532871972318339,0.5344827586206896,0.16428571428571428,0.18115942028985507
2018-10-30_5_,2018-10-30_1_,no,0.5259259259259259,0.5166051660516605,0.18604651162790697,0.19696969696969696
2018-10-30_5_,2018-10-30_2_,no,0.5681818181818182,0.5609137055837563,0.15135135135135136,0.15760869565217392
2018-10-30_5_,2018-10-30_3_,no,0.6217616580310881,0.5621761658031088,0.19689119170984457,0.15544041450777202
2018-10-30_5_,2018-10-30_4_,no,0.5337186897880539,0.5461538461538461,0.14122137404580154,0.16194331983805668
2018-10-30_5_,2018-10-30_5_,yes,0.5462184873949579,0.5686813186813187,0.2,0.25139664804469275
2018-10-30_5_,2018-10-30_6_,no,0.5381165919282511,0.5472527472527473,0.2242152466367713,0.23893805309734514
2018-10-30_5_,2018-10-30_7_,no,0.5248091603053435,0.5297504798464492,0.23308270676691728,0.18725099601593626
2018-10-30_5_,2018-10-30_8_,no,0.5809352517985612,0.5310834813499112,0.22262773722627738,0.2883895131086142
2018-10-30_5_,2018-10-30_9_,no,0.5669291338582677,0.5689320388349515,0.16279069767441862,0.21739130434782608
2018-10-30_6_,2018-10-30_10,no,0.5724137931034483,0.5782312925170068,0.2108843537414966,0.1506849315068493
2018-10-30_6_,2018-10-30_1_,no,0.5186567164179104,0.5576208178438662,0.16666666666666666,0.18604651162790697
2018-10-30_6_,2018-10-30_2_,no,0.5595854922279793,0.5555555555555556,0.13114754098360656,0.14754098360655737
2018-10-30_6_,2018-10-30_3_,no,0.5372750642673522,0.5227272727272727,0.15463917525773196,0.15300546448087432
2018-10-30_6_,2018-10-30_4_,no,0.5365384615384615,0.5333333333333333,0.23461538461538461,0.2261904761904762
2018-10-30_6_,2018-10-30_5_,no,0.5837988826815642,0.5810055865921788,0.19767441860465115,0.1878453038674033
2018-10-30_6_,2018-10-30_6_,yes,0.5231788079470199,0.5730088495575221,0.2175925925925926,0.28110599078341014
2018-10-30_6_,2018-10-30_7_,no,0.5890151515151515,0.5593869731800766,0.2217741935483871,0.1968503937007874
2018-10-30_6_,2018-10-30_8_,no,0.6025179856115108,0.5899280575539568,0.15162454873646208,0.18587360594795538
