watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-30_11,2018-10-30_11,yes,0.5541561712846348,0.6146095717884131,0.3177083333333333,0.3191489361702128
2018-10-30_11,2018-10-30_12,no,0.5723793677204659,0.5826377295492488,0.22456140350877193,0.23509933774834438
2018-10-30_11,2018-10-30_13,no,0.5663082437275986,0.5545774647887324,0.18439716312056736,0.16363636363636364
2018-10-30_11,2018-10-30_14,no,0.5833333333333334,0.5707070707070707,0.16494845360824742,0.18134715025906736
2018-10-30_11,2018-10-30_15,no,0.5524109014675053,0.5690376569037657,0.16059957173447537,0.188911704312115
2018-10-30_11,2018-10-30_16,no,0.5106382978723404,0.5134099616858238,0.19455252918287938,0.14173228346456693
2018-10-30_11,2018-10-30_17,no,0.5637065637065637,0.5408560311284046,0.19753086419753085,0.1843137254901961
2018-10-30_11,2018-10-30_18,no,0.5631970260223048,0.48256880733944957,0.22388059701492538,0.16730038022813687
2018-10-30_11,2018-10-30_19,no,0.5601926163723917,0.5467741935483871,0.1912751677852349,0.18604651162790697
2018-10-30_11,2018-10-30_20,no,0.6008403361344538,0.5899581589958159,0.1724137931034483,0.18421052631578946
2018-10-30_12,2018-10-30_11,no,0.5586034912718204,0.5591939546599496,0.1702127659574468,0.18085106382978725
2018-10-30_12,2018-10-30_12,yes,0.5521885521885522,0.5652173913043478,0.265993265993266,0.3010033444816054
2018-10-30_12,2018-10-30_13,no,0.568904593639576,0.6,0.1879432624113475,0.25
2018-10-30_12,2018-10-30_14,no,0.5447570332480819,0.5204081632653061,0.17647058823529413,0.21243523316062177
2018-10-30_12,2018-10-30_15,no,0.5399792315680166,0.5623069001029866,0.1761006289308176,0.18101545253863136
2018-10-30_12,2018-10-30_16,no,0.5735849056603773,0.571969696969697,0.16205533596837945,0.1937984496124031
2018-10-30_12,2018-10-30_17,no,0.5843137254901961,0.5705882352941176,0.22983870967741934,0.18110236220472442
2018-10-30_12,2018-10-30_18,no,0.5434380776340111,0.5553505535055351,0.2153846153846154,0.20703125
2018-10-30_12,2018-10-30_19,no,0.5632911392405063,0.5515055467511886,0.17880794701986755,0.23
2018-10-30_12,2018-10-30_20,no,0.5564853556485355,0.6401673640167364,0.15,0.19491525423728814
2018-10-30_13,2018-10-30_11,no,0.550251256281407,0.5369458128078818,0.19791666666666666,0.14361702127659576
2018-10-30_13,2018-10-30_12,no,0.5510887772194305,0.5581787521079258,0.17747440273037543,0.1919191919191919
2018-10-30_13,2018-10-30_13,yes,0.6482142857142857,0.6501766784452296,0.24285714285714285,0.24475524475524477
