watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-30_11,2018-10-30_11,yes,0.5432098765432098,0.6034912718204489,0.32105263157894737,0.40425531914893614
2018-10-30_11,2018-10-30_12,no,0.5570247933884298,0.6262458471760798,0.15602836879432624,0.2040133779264214
2018-10-30_11,2018-10-30_13,no,0.589605734767025,0.575,0.2826086956521739,0.2066420664206642
2018-10-30_11,2018-10-30_14,no,0.5833333333333334,0.5858585858585859,0.205,0.1658291457286432
2018-10-30_11,2018-10-30_15,no,0.549163179916318,0.5832460732984294,0.24511930585683298,0.21444201312910285
2018-10-30_11,2018-10-30_16,no,0.5377176015473888,0.5066921606118547,0.176,0.172
2018-10-30_11,2018-10-30_17,no,0.54296875,0.5579150579150579,0.1568627450980392,0.1598360655737705
2018-10-30_11,2018-10-30_18,no,0.5400372439478585,0.5264116575591985,0.17518248175182483,0.1732283464566929
2018-10-30_11,2018-10-30_19,no,0.5612903225806452,0.6157556270096463,0.23102310231023102,0.19205298013245034
2018-10-30_11,2018-10-30_20,no,0.5958333333333333,0.6182572614107884,0.20833333333333334,0.23478260869565218
2018-10-30_12,2018-10-30_11,no,0.5610972568578554,0.5692695214105793,0.16751269035532995,0.1595744680851064
2018-10-30_12,2018-10-30_12,yes,0.5625,0.601010101010101,0.23825503355704697,0.29292929292929293
2018-10-30_12,2018-10-30_13,no,0.5947368421052631,0.5754385964912281,0.25,0.22302158273381295
2018-10-30_12,2018-10-30_14,no,0.5388471177944862,0.5282051282051282,0.1837837837837838,0.17098445595854922
2018-10-30_12,2018-10-30_15,no,0.5482180293501048,0.5601233299075026,0.24836601307189543,0.23655913978494625
2018-10-30_12,2018-10-30_16,no,0.575,0.551923076923077,0.20703125,0.19140625
2018-10-30_12,2018-10-30_17,no,0.5686274509803921,0.56640625,0.20318725099601595,0.172
2018-10-30_12,2018-10-30_18,no,0.5602189781021898,0.583180987202925,0.20703125,0.21875
2018-10-30_12,2018-10-30_19,no,0.5644654088050315,0.5497630331753555,0.22185430463576158,0.20723684210526316
2018-10-30_12,2018-10-30_20,no,0.5413223140495868,0.6234309623430963,0.14782608695652175,0.18487394957983194
2018-10-30_13,2018-10-30_11,no,0.583743842364532,0.5497512437810945,0.22872340425531915,0.11940298507462686
2018-10-30_13,2018-10-30_12,no,0.5211505922165821,0.543918918918919,0.22837370242214533,0.19727891156462585
2018-10-30_13,2018-10-30_13,yes,0.6578014184397163,0.6666666666666666,0.31316725978647686,0.3003533568904594
2018-10-30_13,2018-10-30_14,no,0.5406091370558376,0.5603015075376885,0.16042780748663102,0.18617021276595744
2018-10-30_13,2018-10-30_15,no,0.5369609856262834,0.5184804928131417,0.20512820512820512,0.18640350877192982
2018-10-30_13,2018-10-30_16,no,0.5374280230326296,0.5561904761904762,0.18292682926829268,0.16929133858267717
2018-10-30_13,2018-10-30_17,no,0.615234375,0.5984555984555985,0.21484375,0.19767441860465115
2018-10-30_13,2018-10-30_18,no,0.5260223048327137,0.5139664804469274,0.31007751937984496,0.25390625
2018-10-30_13,2018-10-30_19,no,0.5419354838709678,0.5470494417862839,0.2255892255892256,0.16611295681063123
2018-10-30_13,2018-10-30_20,no,0.5166666666666667,0.5606694560669456,0.09482758620689655,0.09917355371900827
2018-10-30_14,2018-10-30_11,no,0.5763546798029556,0.5778894472361809,0.1791044776119403,0.2814070351758794
2018-10-30_14,2018-10-30_12,no,0.543918918918919,0.5608108108108109,0.15151515151515152,0.16835016835016836
2018-10-30_14,2018-10-30_13,no,0.5231316725978647,0.5304659498207885,0.0959409594095941,0.13427561837455831
2018-10-30_14,2018-10-30_14,yes,0.5558375634517766,0.5456852791878173,0.17346938775510204,0.15343915343915343
2018-10-30_14,2018-10-30_15,no,0.5504115226337448,0.5379876796714579,0.1858974358974359,0.18803418803418803
2018-10-30_14,2018-10-30_16,no,0.5357833655705996,0.525096525096525,0.18473895582329317,0.17073170731707318
2018-10-30_14,2018-10-30_17,no,0.51171875,0.5398058252427185,0.22040816326530613,0.22448979591836735
2018-10-30_14,2018-10-30_18,no,0.582089552238806,0.5925925925925926,0.34962406015037595,0.33073929961089493
2018-10-30_14,2018-10-30_19,no,0.5764331210191083,0.5951612903225807,0.21885521885521886,0.22297297297297297
2018-10-30_14,2018-10-30_20,no,0.551440329218107,0.5439330543933054,0.1452991452991453,0.10619469026548672
2018-10-30_15,2018-10-30_11,no,0.5858585858585859,0.5301507537688442,0.16243654822335024,0.15577889447236182
2018-10-30_15,2018-10-30_12,no,0.55,0.5424292845257903,0.19217081850533807,0.19063545150501673
2018-10-30_15,2018-10-30_13,no,0.5569395017793595,0.5520282186948854,0.12099644128113879,0.1935483870967742
2018-10-30_15,2018-10-30_14,no,0.5459183673469388,0.5396419437340153,0.19576719576719576,0.2074468085106383
2018-10-30_15,2018-10-30_15,yes,0.5410677618069816,0.5807127882599581,0.20950323974082075,0.20386266094420602
2018-10-30_15,2018-10-30_16,no,0.5747126436781609,0.553030303030303,0.15261044176706828,0.17886178861788618
2018-10-30_15,2018-10-30_17,no,0.5343811394891945,0.5343811394891945,0.19433198380566802,0.18775510204081633
2018-10-30_15,2018-10-30_18,no,0.5388888888888889,0.5900735294117647,0.2585551330798479,0.23846153846153847
2018-10-30_15,2018-10-30_19,no,0.5763779527559055,0.5661290322580645,0.22259136212624583,0.25245901639344265
2018-10-30_15,2018-10-30_20,no,0.5397489539748954,0.6192468619246861,0.10619469026548672,0.1440677966101695
2018-10-30_16,2018-10-30_11,no,0.547979797979798,0.5606060606060606,0.21393034825870647,0.15897435897435896
2018-10-30_16,2018-10-30_12,no,0.5335570469798657,0.5553691275167785,0.20134228187919462,0.23404255319148937
2018-10-30_16,2018-10-30_13,no,0.4973730297723292,0.5381882770870338,0.1797752808988764,0.18681318681318682
2018-10-30_16,2018-10-30_14,no,0.5692307692307692,0.5558375634517766,0.15897435897435896,0.19
2018-10-30_16,2018-10-30_15,no,0.5193717277486911,0.5445026178010471,0.1787941787941788,0.20512820512820512
2018-10-30_16,2018-10-30_16,yes,0.5946969696969697,0.5919540229885057,0.31800766283524906,0.27692307692307694
2018-10-30_16,2018-10-30_17,no,0.5557729941291585,0.5372549019607843,0.15447154471544716,0.16733067729083664
2018-10-30_16,2018-10-30_18,no,0.577490774907749,0.5638686131386861,0.1984732824427481,0.2116788321167883
2018-10-30_16,2018-10-30_19,no,0.5878594249201278,0.5650793650793651,0.30434782608695654,0.22364217252396165
2018-10-30_16,2018-10-30_20,no,0.5495867768595041,0.5185185185185185,0.23478260869565218,0.1092436974789916
2018-10-30_17,2018-10-30_11,no,0.5492610837438424,0.542713567839196,0.21052631578947367,0.18407960199004975
2018-10-30_17,2018-10-30_12,no,0.5411764705882353,0.5160744500846024,0.27335640138408307,0.15172413793103448
2018-10-30_17,2018-10-30_13,no,0.5304659498207885,0.552212389380531,0.12589928057553956,0.10357142857142858
2018-10-30_17,2018-10-30_14,no,0.5790816326530612,0.5852417302798982,0.19170984455958548,0.21465968586387435
2018-10-30_17,2018-10-30_15,no,0.5439330543933054,0.5440251572327044,0.1771058315334773,0.21120689655172414
2018-10-30_17,2018-10-30_16,no,0.5741444866920152,0.5576923076923077,0.13962264150943396,0.1111111111111111
2018-10-30_17,2018-10-30_17,yes,0.5538461538461539,0.5662188099808061,0.19047619047619047,0.2204724409448819
2018-10-30_17,2018-10-30_18,no,0.5565862708719852,0.5860805860805861,0.21484375,0.2066420664206642
2018-10-30_17,2018-10-30_19,no,0.5506329113924051,0.5152979066022544,0.17475728155339806,0.1326530612244898
2018-10-30_17,2018-10-30_20,no,0.5661157024793388,0.5606694560669456,0.15702479338842976,0.07894736842105263
2018-10-30_18,2018-10-30_11,no,0.5833333333333334,0.5753768844221105,0.11170212765957446,0.2131979695431472
2018-10-30_18,2018-10-30_12,no,0.5472972972972973,0.5442404006677797,0.18983050847457628,0.1888111888111888
2018-10-30_18,2018-10-30_13,no,0.5645161290322581,0.5953654188948306,0.13405797101449277,0.14339622641509434
2018-10-30_18,2018-10-30_14,no,0.556390977443609,0.569620253164557,0.14795918367346939,0.15816326530612246
2018-10-30_18,2018-10-30_15,no,0.5162303664921466,0.5587002096436059,0.21875,0.19198312236286919
2018-10-30_18,2018-10-30_16,no,0.5754716981132075,0.5549242424242424,0.17073170731707318,0.14393939393939395
2018-10-30_18,2018-10-30_17,no,0.5342465753424658,0.5398058252427185,0.1659919028340081,0.19183673469387755
2018-10-30_18,2018-10-30_18,yes,0.604089219330855,0.6171003717472119,0.35793357933579334,0.3382899628252788
2018-10-30_18,2018-10-30_19,no,0.5467511885895404,0.5300632911392406,0.17105263157894737,0.18269230769230768
2018-10-30_18,2018-10-30_20,no,0.5333333333333333,0.6016597510373444,0.06611570247933884,0.11504424778761062
2018-10-30_19,2018-10-30_11,no,0.5483870967741935,0.6146095717884131,0.22105263157894736,0.2538860103626943
2018-10-30_19,2018-10-30_12,no,0.5777027027027027,0.5671140939597316,0.2668918918918919,0.2214765100671141
2018-10-30_19,2018-10-30_13,no,0.5201401050788091,0.5062611806797853,0.2126865671641791,0.21532846715328466
2018-10-30_19,2018-10-30_14,no,0.5358974358974359,0.5612244897959183,0.08717948717948718,0.22459893048128343
2018-10-30_19,2018-10-30_15,no,0.542827657378741,0.5327783558792925,0.1479028697571744,0.1545253863134658
2018-10-30_19,2018-10-30_16,no,0.5943396226415094,0.5405405405405406,0.27547169811320754,0.20912547528517111
2018-10-30_19,2018-10-30_17,no,0.5224171539961013,0.5372549019607843,0.13636363636363635,0.16
2018-10-30_19,2018-10-30_18,no,0.5641025641025641,0.5974499089253188,0.2423076923076923,0.16666666666666666
2018-10-30_19,2018-10-30_19,yes,0.5935483870967742,0.567741935483871,0.35973597359735976,0.3355048859934853
2018-10-30_19,2018-10-30_20,no,0.5826446280991735,0.5983606557377049,0.16806722689075632,0.2066115702479339
2018-10-30_20,2018-10-30_11,no,0.57356608478803,0.5617128463476071,0.14427860696517414,0.11578947368421053
2018-10-30_20,2018-10-30_12,no,0.560067681895093,0.5966386554621849,0.19655172413793104,0.16666666666666666
2018-10-30_20,2018-10-30_13,no,0.5424028268551236,0.5668449197860963,0.18867924528301888,0.19642857142857142
2018-10-30_20,2018-10-30_14,no,0.565,0.6051282051282051,0.24,0.20540540540540542
2018-10-30_20,2018-10-30_15,no,0.5269151138716356,0.5524109014675053,0.1336206896551724,0.2231404958677686
2018-10-30_20,2018-10-30_16,no,0.5299806576402321,0.5132075471698113,0.16862745098039217,0.11336032388663968
2018-10-30_20,2018-10-30_17,no,0.537109375,0.5658153241650294,0.19008264462809918,0.21138211382113822
2018-10-30_20,2018-10-30_18,no,0.5650557620817844,0.5567970204841713,0.12355212355212356,0.14559386973180077
2018-10-30_20,2018-10-30_19,no,0.5169082125603864,0.5802861685214626,0.17346938775510204,0.1598639455782313
2018-10-30_20,2018-10-30_20,yes,0.5726141078838174,0.5252100840336135,0.2956521739130435,0.2543859649122807
