watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-30_10,2018-10-30_10,yes,0.5536332179930796,0.5985915492957746,0.19148936170212766,0.302158273381295
2018-10-30_10,2018-10-30_1_,no,0.5190839694656488,0.6007604562737643,0.192,0.256
2018-10-30_10,2018-10-30_2_,no,0.5636363636363636,0.5483028720626631,0.2,0.18085106382978725
2018-10-30_10,2018-10-30_3_,no,0.6217616580310881,0.5695876288659794,0.1958762886597938,0.20725388601036268
2018-10-30_10,2018-10-30_4_,no,0.5428015564202334,0.5797665369649806,0.2222222222222222,0.2109375
2018-10-30_10,2018-10-30_5_,no,0.5714285714285714,0.6153846153846154,0.24,0.15254237288135594
2018-10-30_10,2018-10-30_6_,no,0.5627802690582959,0.5590200445434298,0.21076233183856502,0.215311004784689
2018-10-30_10,2018-10-30_7_,no,0.5540540540540541,0.5656370656370656,0.19123505976095617,0.19391634980988592
2018-10-30_10,2018-10-30_8_,no,0.5517241379310345,0.558983666061706,0.14285714285714285,0.1601423487544484
2018-10-30_10,2018-10-30_9_,no,0.5504950495049505,0.5099206349206349,0.2184873949579832,0.16872427983539096
2018-10-30_1_,2018-10-30_10,no,0.5972222222222222,0.5625,0.2222222222222222,0.2152777777777778
2018-10-30_1_,2018-10-30_1_,yes,0.5223880597014925,0.5229007633587787,0.15873015873015872,0.18604651162790697
2018-10-30_1_,2018-10-30_2_,no,0.5433070866141733,0.49473684210526314,0.2111111111111111,0.2111111111111111
2018-10-30_1_,2018-10-30_3_,no,0.5412371134020618,0.570694087403599,0.17222222222222222,0.1256544502617801
2018-10-30_1_,2018-10-30_4_,no,0.5755813953488372,0.51252408477842,0.18699186991869918,0.18972332015810275
2018-10-30_1_,2018-10-30_5_,no,0.559322033898305,0.5598885793871866,0.2441860465116279,0.20689655172413793
2018-10-30_1_,2018-10-30_6_,no,0.5840909090909091,0.571753986332574,0.19457013574660634,0.15311004784688995
2018-10-30_1_,2018-10-30_7_,no,0.5426356589147286,0.5752895752895753,0.1732283464566929,0.22134387351778656
2018-10-30_1_,2018-10-30_8_,no,0.5410714285714285,0.5489130434782609,0.2357142857142857,0.18840579710144928
2018-10-30_1_,2018-10-30_9_,no,0.5229540918163673,0.5198412698412699,0.1976284584980237,0.17355371900826447
2018-10-30_2_,2018-10-30_10,no,0.5403508771929825,0.6035087719298246,0.291970802919708,0.22627737226277372
2018-10-30_2_,2018-10-30_1_,no,0.5833333333333334,0.5419847328244275,0.1984732824427481,0.20610687022900764
2018-10-30_2_,2018-10-30_2_,yes,0.5824742268041238,0.5803108808290155,0.30158730158730157,0.3
2018-10-30_2_,2018-10-30_3_,no,0.5714285714285714,0.6246786632390745,0.15425531914893617,0.12435233160621761
2018-10-30_2_,2018-10-30_4_,no,0.5321637426900585,0.5272373540856031,0.16666666666666666,0.1857707509881423
2018-10-30_2_,2018-10-30_5_,no,0.5596590909090909,0.5782122905027933,0.16470588235294117,0.16201117318435754
2018-10-30_2_,2018-10-30_6_,no,0.5134529147982063,0.5324384787472036,0.15695067264573992,0.1674641148325359
2018-10-30_2_,2018-10-30_7_,no,0.5678294573643411,0.5965583173996176,0.16602316602316602,0.19083969465648856
2018-10-30_2_,2018-10-30_8_,no,0.6111111111111112,0.5535714285714286,0.2775800711743772,0.23049645390070922
2018-10-30_2_,2018-10-30_9_,no,0.5461847389558233,0.5651302605210421,0.22357723577235772,0.20408163265306123
2018-10-30_3_,2018-10-30_10,no,0.5655172413793104,0.583916083916084,0.1736111111111111,0.2413793103448276
2018-10-30_3_,2018-10-30_1_,no,0.5795454545454546,0.5916030534351145,0.23484848484848486,0.27906976744186046
2018-10-30_3_,2018-10-30_2_,no,0.5552699228791774,0.5894736842105263,0.15591397849462366,0.20418848167539266
2018-10-30_3_,2018-10-30_3_,yes,0.5529715762273901,0.5421052631578948,0.24043715846994534,0.2756756756756757
2018-10-30_3_,2018-10-30_4_,no,0.5321637426900585,0.5380116959064327,0.168,0.1680327868852459
2018-10-30_3_,2018-10-30_5_,no,0.547752808988764,0.5574229691876751,0.19444444444444445,0.18994413407821228
2018-10-30_3_,2018-10-30_6_,no,0.5478841870824054,0.5740318906605922,0.2112676056338028,0.1689497716894977
2018-10-30_3_,2018-10-30_7_,no,0.5717054263565892,0.5463320463320464,0.1910569105691057,0.18076923076923077
2018-10-30_3_,2018-10-30_8_,no,0.5627240143369175,0.6182795698924731,0.1708185053380783,0.25448028673835127
2018-10-30_3_,2018-10-30_9_,no,0.5787401574803149,0.5807086614173228,0.13114754098360656,0.1568627450980392
2018-10-30_4_,2018-10-30_10,no,0.5352112676056338,0.5598591549295775,0.11510791366906475,0.15827338129496402
2018-10-30_4_,2018-10-30_1_,no,0.5610687022900763,0.6159695817490495,0.16030534351145037,0.14615384615384616
2018-10-30_4_,2018-10-30_2_,no,0.5511811023622047,0.583547557840617,0.13368983957219252,0.16111111111111112
2018-10-30_4_,2018-10-30_3_,no,0.5368421052631579,0.5404699738903395,0.17277486910994763,0.1366120218579235
2018-10-30_4_,2018-10-30_4_,yes,0.5931558935361216,0.6125954198473282,0.27413127413127414,0.26640926640926643
