watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-20_7_,2018-10-20_7_,yes,0.6057142857142858,0.64,0.19428571428571428,0.2159090909090909
2018-10-20_7_,2018-10-20_8_,no,0.5789473684210527,0.5657894736842105,0.35135135135135137,0.2702702702702703
2018-10-20_7_,2018-10-22_10,no,0.528957528957529,0.5868725868725869,0.20306513409961685,0.22093023255813954
2018-10-20_7_,2018-10-22_11,no,0.5358851674641149,0.545016077170418,0.12871287128712872,0.1610738255033557
2018-10-20_7_,2018-10-22_9_,no,0.6127167630057804,0.5630498533724341,0.1952662721893491,0.19756838905775076
2018-10-20_7_,2018-10-27_12,no,0.5203389830508475,0.5333333333333333,0.2483221476510067,0.22887323943661972
2018-10-20_7_,2018-10-27_13,no,0.5390946502057613,0.551440329218107,0.14166666666666666,0.17768595041322313
2018-10-20_7_,2018-10-27_14,no,0.5389221556886228,0.5773809523809523,0.2155688622754491,0.1125
2018-10-20_7_,2018-10-27_15,no,0.5125,0.5470737913486005,0.10215053763440861,0.11940298507462686
2018-10-20_7_,2018-10-27_16,no,0.5726072607260726,0.5429042904290429,0.22695035460992907,0.1702127659574468
2018-10-20_7_,2018-10-27_17,no,0.5525812619502868,0.5534351145038168,0.1484375,0.1141732283464567
2018-10-20_7_,2018-10-27_18,no,0.5446808510638298,0.548936170212766,0.18385650224215247,0.17937219730941703
2018-10-20_7_,2018-10-27_19,no,0.6028708133971292,0.6352657004830918,0.06153846153846154,0.12440191387559808
2018-10-20_7_,2018-10-27_20,no,0.6494252873563219,0.6436781609195402,0.09620991253644315,0.21965317919075145
2018-10-20_7_,2018-10-27_21,no,0.567651632970451,0.52,0.1353135313531353,0.1716171617161716
2018-10-20_7_,2018-10-27_22,no,0.5585106382978723,0.5806451612903226,0.1276595744680851,0.18085106382978725
2018-10-20_7_,2018-10-27_23,no,0.5390781563126252,0.5881188118811881,0.10975609756097561,0.08300395256916997
2018-10-20_7_,2018-10-27_24,no,0.5258741258741259,0.5493562231759657,0.17329545454545456,0.19047619047619047
2018-10-20_8_,2018-10-20_7_,no,0.5587392550143266,0.6167146974063401,0.1242603550295858,0.17575757575757575
2018-10-20_8_,2018-10-20_8_,yes,0.5921052631578947,0.756578947368421,0.3424657534246575,0.5416666666666666
2018-10-20_8_,2018-10-22_10,no,0.586073500967118,0.6193181818181818,0.15873015873015872,0.17938931297709923
2018-10-20_8_,2018-10-22_11,no,0.5506329113924051,0.5888,0.1296928327645051,0.1987179487179487
2018-10-20_8_,2018-10-22_9_,no,0.5198237885462555,0.60431654676259,0.2,0.21052631578947367
2018-10-20_8_,2018-10-27_12,no,0.5775127768313458,0.5358361774744027,0.21724137931034482,0.2332155477031802
2018-10-20_8_,2018-10-27_13,no,0.5297741273100616,0.5801217038539553,0.13617021276595745,0.11336032388663968
2018-10-20_8_,2018-10-27_14,no,0.5911764705882353,0.5449101796407185,0.15337423312883436,0.12962962962962962
2018-10-20_8_,2018-10-27_15,no,0.5382653061224489,0.5301507537688442,0.12299465240641712,0.13978494623655913
2018-10-20_8_,2018-10-27_16,no,0.5922818791946308,0.5688225538971807,0.15771812080536912,0.14685314685314685
2018-10-20_8_,2018-10-27_17,no,0.5241779497098646,0.5564053537284895,0.15384615384615385,0.1553030303030303
2018-10-20_8_,2018-10-27_18,no,0.5590717299578059,0.5604166666666667,0.12173913043478261,0.16877637130801687
2018-10-20_8_,2018-10-27_19,no,0.559610705596107,0.5339805825242718,0.16267942583732056,0.18781725888324874
2018-10-20_8_,2018-10-27_20,no,0.5726872246696035,0.5710102489019033,0.1976401179941003,0.1994219653179191
2018-10-20_8_,2018-10-27_21,no,0.5461658841940532,0.5665101721439749,0.12264150943396226,0.1590909090909091
2018-10-20_8_,2018-10-27_22,no,0.5474060822898033,0.5502645502645502,0.1543859649122807,0.19081272084805653
2018-10-20_8_,2018-10-27_23,no,0.592079207920792,0.5636007827788649,0.07661290322580645,0.1593625498007968
2018-10-20_8_,2018-10-27_24,no,0.5483870967741935,0.5399719495091164,0.20059880239520958,0.22658610271903323
2018-10-22_10,2018-10-20_7_,no,0.5346820809248555,0.53125,0.13414634146341464,0.13609467455621302
2018-10-22_10,2018-10-20_8_,no,0.5460526315789473,0.5131578947368421,0.2638888888888889,0.25
2018-10-22_10,2018-10-22_10,yes,0.5572519083969466,0.6915708812260536,0.26717557251908397,0.38996138996138996
2018-10-22_10,2018-10-22_11,no,0.5249597423510467,0.5773524720893142,0.0738255033557047,0.10223642172523961
2018-10-22_10,2018-10-22_9_,no,0.5619596541786743,0.5426470588235294,0.16408668730650156,0.1393939393939394
2018-10-22_10,2018-10-27_12,no,0.5161290322580645,0.5535117056856187,0.2733812949640288,0.2277580071174377
2018-10-22_10,2018-10-27_13,no,0.5359342915811088,0.5555555555555556,0.13617021276595745,0.19491525423728814
2018-10-22_10,2018-10-27_14,no,0.6205882352941177,0.6470588235294118,0.15060240963855423,0.16071428571428573
2018-10-22_10,2018-10-27_15,no,0.5153061224489796,0.5340050377833753,0.06989247311827956,0.06451612903225806
2018-10-22_10,2018-10-27_16,no,0.5570469798657718,0.601010101010101,0.22635135135135134,0.22108843537414966
2018-10-22_10,2018-10-27_17,no,0.5161290322580645,0.5371428571428571,0.07392996108949416,0.1141732283464567
2018-10-22_10,2018-10-27_18,no,0.5920502092050209,0.5954356846473029,0.10300429184549356,0.16182572614107885
2018-10-22_10,2018-10-27_19,no,0.5714285714285714,0.5745192307692307,0.13725490196078433,0.12857142857142856
2018-10-22_10,2018-10-27_20,no,0.5560344827586207,0.5588235294117647,0.13003095975232198,0.10119047619047619
2018-10-22_10,2018-10-27_21,no,0.5606758832565284,0.5540123456790124,0.066006600660066,0.11320754716981132
2018-10-22_10,2018-10-27_22,no,0.5660714285714286,0.5848056537102474,0.15636363636363637,0.11702127659574468
2018-10-22_10,2018-10-27_23,no,0.5119521912350598,0.533066132264529,0.1,0.156
2018-10-22_10,2018-10-27_24,no,0.5685714285714286,0.5502121640735502,0.16184971098265896,0.16012084592145015
2018-10-22_11,2018-10-20_7_,no,0.5813953488372093,0.521613832853026,0.16470588235294117,0.20710059171597633
2018-10-22_11,2018-10-20_8_,no,0.6346153846153846,0.5974025974025974,0.3076923076923077,0.23376623376623376
2018-10-22_11,2018-10-22_10,no,0.5096525096525096,0.5428571428571428,0.21653543307086615,0.21115537848605578
2018-10-22_11,2018-10-22_11,yes,0.6028481012658228,0.6523809523809524,0.416403785488959,0.4651898734177215
2018-10-22_11,2018-10-22_9_,no,0.5316642120765832,0.5154639175257731,0.17971014492753623,0.2403560830860534
2018-10-22_11,2018-10-27_12,no,0.5226890756302521,0.5119453924914675,0.11151079136690648,0.11073825503355705
2018-10-22_11,2018-10-27_13,no,0.5286885245901639,0.5551020408163265,0.20491803278688525,0.19742489270386265
2018-10-22_11,2018-10-27_14,no,0.5489614243323442,0.5178571428571429,0.17391304347826086,0.19254658385093168
2018-10-22_11,2018-10-27_15,no,0.582089552238806,0.5241730279898219,0.21505376344086022,0.205
2018-10-22_11,2018-10-27_16,no,0.5553691275167785,0.5671140939597316,0.1453900709219858,0.12333333333333334
2018-10-22_11,2018-10-27_17,no,0.5907335907335908,0.5945945945945946,0.28957528957528955,0.29457364341085274
2018-10-22_11,2018-10-27_18,no,0.5116279069767442,0.5286624203821656,0.24017467248908297,0.27312775330396477
2018-10-22_11,2018-10-27_19,no,0.5585365853658537,0.5443645083932853,0.25510204081632654,0.25
2018-10-22_11,2018-10-27_20,no,0.532258064516129,0.5346097201767305,0.24464831804281345,0.22822822822822822
2018-10-22_11,2018-10-27_21,no,0.5462962962962963,0.5360501567398119,0.24375,0.2689873417721519
2018-10-22_11,2018-10-27_22,no,0.5555555555555556,0.5899280575539568,0.22727272727272727,0.25660377358490566
2018-10-22_11,2018-10-27_23,no,0.5289421157684631,0.5108481262327417,0.17813765182186234,0.17716535433070865
2018-10-22_11,2018-10-27_24,no,0.5329512893982808,0.5370370370370371,0.25287356321839083,0.20728291316526612
2018-10-22_9_,2018-10-20_7_,no,0.5668604651162791,0.5710144927536231,0.11695906432748537,0.13855421686746988
2018-10-22_9_,2018-10-20_8_,no,0.5419354838709678,0.5548387096774193,0.15789473684210525,0.06578947368421052
2018-10-22_9_,2018-10-22_10,no,0.539651837524178,0.5570599613152805,0.15625,0.13953488372093023
2018-10-22_9_,2018-10-22_11,no,0.5555555555555556,0.5409309791332263,0.1342281879194631,0.18
2018-10-22_9_,2018-10-22_9_,yes,0.55,0.5821325648414986,0.22740524781341107,0.2442528735632184
2018-10-22_9_,2018-10-27_12,no,0.5676126878130217,0.5333333333333333,0.21052631578947367,0.2517985611510791
2018-10-22_9_,2018-10-27_13,no,0.5294117647058824,0.5646817248459959,0.14754098360655737,0.18699186991869918
2018-10-22_9_,2018-10-27_14,no,0.6153846153846154,0.591715976331361,0.15568862275449102,0.13690476190476192
2018-10-22_9_,2018-10-27_15,no,0.5075,0.5,0.07368421052631578,0.21578947368421053
2018-10-22_9_,2018-10-27_16,no,0.5092748735244519,0.5657237936772047,0.12251655629139073,0.10927152317880795
2018-10-22_9_,2018-10-27_17,no,0.6153846153846154,0.586073500967118,0.0784313725490196,0.11450381679389313
2018-10-22_9_,2018-10-27_18,no,0.6458333333333334,0.6224066390041494,0.1059322033898305,0.17083333333333334
2018-10-22_9_,2018-10-27_19,no,0.5456730769230769,0.5410628019323671,0.16176470588235295,0.16751269035532995
2018-10-22_9_,2018-10-27_20,no,0.525399129172714,0.540500736377025,0.14327485380116958,0.20679012345679013
2018-10-22_9_,2018-10-27_21,no,0.6074766355140186,0.616822429906542,0.14426229508196722,0.15181518151815182
2018-10-22_9_,2018-10-27_22,no,0.5272407732864675,0.5729537366548043,0.16296296296296298,0.17921146953405018
2018-10-22_9_,2018-10-27_23,no,0.53515625,0.49803149606299213,0.15510204081632653,0.15510204081632653
2018-10-22_9_,2018-10-27_24,no,0.5244755244755245,0.5943262411347517,0.15517241379310345,0.2276657060518732
2018-10-27_12,2018-10-20_7_,no,0.6724137931034483,0.5804597701149425,0.19540229885057472,0.1724137931034483
2018-10-27_12,2018-10-20_8_,no,0.5576923076923077,0.5,0.23076923076923078,0.125
2018-10-27_12,2018-10-22_10,no,0.5485714285714286,0.6068052930056711,0.242914979757085,0.27380952380952384
2018-10-27_12,2018-10-22_11,no,0.5670926517571885,0.5508885298869144,0.10543130990415335,0.11612903225806452
2018-10-27_12,2018-10-22_9_,no,0.543859649122807,0.5101449275362319,0.25386996904024767,0.1901840490797546
2018-10-27_12,2018-10-27_12,yes,0.5260504201680672,0.5719063545150501,0.2271186440677966,0.26755852842809363
2018-10-27_12,2018-10-27_13,no,0.5236139630390144,0.5458248472505092,0.11538461538461539,0.1471861471861472
2018-10-27_12,2018-10-27_14,no,0.6077844311377245,0.562874251497006,0.15,0.12578616352201258
2018-10-27_12,2018-10-27_15,no,0.5348258706467661,0.5326633165829145,0.04,0.041884816753926704
2018-10-27_12,2018-10-27_16,no,0.548922056384743,0.5454545454545454,0.2867132867132867,0.2054794520547945
2018-10-27_12,2018-10-27_17,no,0.5135135135135135,0.5589941972920697,0.07569721115537849,0.051181102362204724
