timestamp,x,y,x_velocity,y_velocity
1540655176376,0.032278422,0.05009199,298.59506,202.93567
1540655176393,0.032379672,0.05027418,-14.537966,73.22996
1540655176409,0.032379672,0.05034249,-112.99361,-0.7013783
1540655176440,0.032379672,0.05020577,-124.42096,-223.26419
1540655176457,0.0322858,0.050099332,-148.21059,-246.22191
1540655176475,0.03216331,0.050072957,-134.19458,-149.02464
1540655176491,0.032108836,0.050072957,-143.3136,-72.31712
1540655176525,0.032138932,0.05022128,21.970963,104.24195
1540655176541,0.032138932,0.050285336,66.055534,120.63414
1540655176558,0.032138932,0.05034249,53.866543,115.40374
1540655176625,0.03219912,0.05031254,0.0,0.0
1540655176658,0.03235574,0.05031254,133.64235,-0.060903072
1540655176675,0.03247629,0.0503488,144.03423,24.747852
1540655176692,0.032632586,0.05070825,161.59259,208.16403
1540655176708,0.0329416,0.0528507,248.81247,1037.1239
1540655176725,0.032981526,0.05729785,207.23122,3724.0576
1540655176741,0.03268959,0.06288135,-16.383606,5611.661
1540655176758,0.032168455,0.068107285,-383.22095,6959.747
1540655176774,0.031497445,0.0717801,-758.8697,6362.7734
1540655176792,0.030942043,0.07322366,-897.6149,3520.4858
1540655176808,0.030642852,0.073335364,-655.2456,273.26093
1540655176823,0.029729508,0.07120036,-536.8841,-2270.5576
1540655176840,0.0288455,0.064440854,-766.331,-5624.887
1540655176857,0.02842047,0.058322515,-751.2649,-8134.247
1540655176874,0.027638098,0.054102298,-731.49457,-8208.347
1540655176890,0.026767524,0.052541316,-711.5453,-5274.877
1540655176907,0.025992308,0.05216931,-681.4442,-875.4341
1540655176924,0.025319481,0.05276827,-783.02313,2040.5608
1540655176940,0.024555054,0.054836944,-752.5383,3179.59
1540655176956,0.024196286,0.056623455,-501.1868,3352.002
1540655176974,0.024005746,0.057396524,-234.1995,2564.2844
1540655176990,0.02386266,0.057619836,-16.170835,1261.3875
1540655177007,0.023803273,0.057619836,66.219345,351.45395
1540655177039,0.023833366,0.057468913,94.2337,-535.0386
1540655177056,0.023833366,0.057347815,87.93485,-321.13312
1540655177073,0.023833366,0.057227354,27.406282,-169.85512
1540655177090,0.023833366,0.05710653,-2.4085295,-146.55984
1540655177107,0.023833366,0.05694546,0.0029762432,-127.2383
1540655177123,0.023833366,0.056711864,0.025569698,-182.00243
1540655177140,0.02386848,0.05641193,8.744075,-267.81268
1540655177156,0.02389355,0.05626632,33.513325,-272.4022
1540655177173,0.02389355,0.056289934,30.72555,-139.09454
1540655177190,0.023856105,0.057810064,-0.06581284,549.1393
1540655177207,0.02326232,0.06283426,-244.28336,2887.9138
1540655177223,0.022247246,0.068513684,-809.90717,6011.109
1540655177239,0.021505913,0.07242269,-1123.3962,6910.8374
1540655177256,0.021211725,0.07374609,-978.5366,5053.7446
1540655177273,0.021090386,0.07381715,-422.97913,1174.8417
1540655177290,0.020902138,0.07213849,93.42441,-2219.3303
1540655177306,0.020630512,0.068433166,134.81088,-4421.0464
1540655177323,0.02048972,0.06645767,-58.712227,-4764.123
1540655177339,0.02046299,0.066028856,-120.75348,-3148.2075
1540655177356,0.02046299,0.06665619,-16.202421,-693.95166
1540655177372,0.020426173,0.06994634,80.18846,2493.003
1540655177389,0.020271694,0.07301408,17.297342,4588.6836
1540655177406,0.020162063,0.07407755,-114.124725,4014.652
1540655177422,0.020162063,0.073963605,-130.9846,2114.4856
1540655177439,0.02000721,0.07000369,-100.72411,-1605.8634
1540655177456,0.020018285,0.063253425,-48.8073,-6211.0264
1540655177473,0.020138267,0.059950255,58.996323,-7548.8604
1540655177489,0.020162063,0.05893755,100.962456,-5291.0703
1540655177506,0.020784242,0.061062057,300.54178,-679.74805
1540655177523,0.022066819,0.067385934,878.12946,5426.818
1540655177539,0.0226849,0.0710885,1150.7948,8006.75
1540655177556,0.022840308,0.07181517,871.1307,5705.954
1540655177573,0.0234333,0.0694546,429.17444,1150.3269
1540655177589,0.02531291,0.060913153,666.7622,-7545.168
1540655177606,0.027897853,0.05417559,1848.9496,-10638.206
