watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-20_7_,2018-10-20_7_,yes,0.7314285714285714,0.7714285714285715,0.44571428571428573,0.42857142857142855
2018-10-20_7_,2018-10-20_8_,no,0.6025641025641025,0.5592105263157895,0.2777777777777778,0.2602739726027397
2018-10-20_7_,2018-10-22_10,no,0.538899430740038,0.5154440154440154,0.18503937007874016,0.19291338582677164
2018-10-20_7_,2018-10-22_11,no,0.5458937198067633,0.5428571428571428,0.1564625850340136,0.13310580204778158
2018-10-20_7_,2018-10-22_9_,no,0.5205882352941177,0.5661764705882353,0.18507462686567164,0.1582089552238806
2018-10-20_7_,2018-10-27_12,no,0.5400340715502555,0.5578231292517006,0.16835016835016836,0.20748299319727892
2018-10-20_7_,2018-10-27_13,no,0.5266393442622951,0.5723014256619144,0.20901639344262296,0.17408906882591094
2018-10-20_7_,2018-10-27_14,no,0.5295857988165681,0.5325443786982249,0.1686746987951807,0.18072289156626506
2018-10-20_7_,2018-10-27_15,no,0.5382653061224489,0.5725190839694656,0.24742268041237114,0.19148936170212766
2018-10-20_7_,2018-10-27_16,no,0.5688225538971807,0.5393634840871022,0.1836734693877551,0.15254237288135594
2018-10-20_7_,2018-10-27_17,no,0.5614366729678639,0.5340909090909091,0.19011406844106463,0.1328125
2018-10-20_7_,2018-10-27_18,no,0.5634095634095634,0.5786163522012578,0.19130434782608696,0.19230769230769232
2018-10-20_7_,2018-10-27_19,no,0.5542168674698795,0.6190476190476191,0.1941747572815534,0.19230769230769232
2018-10-20_7_,2018-10-27_20,no,0.5563583815028902,0.5606936416184971,0.1924198250728863,0.11818181818181818
2018-10-20_7_,2018-10-27_21,no,0.5488372093023256,0.5309597523219814,0.16346153846153846,0.138801261829653
2018-10-20_7_,2018-10-27_22,no,0.5642857142857143,0.6099290780141844,0.2127659574468085,0.15714285714285714
2018-10-20_7_,2018-10-27_23,no,0.5324165029469549,0.5669291338582677,0.19444444444444445,0.12698412698412698
2018-10-20_7_,2018-10-27_24,no,0.5521126760563381,0.5658263305322129,0.1927710843373494,0.16023738872403562
2018-10-20_8_,2018-10-20_7_,no,0.5787965616045845,0.5606936416184971,0.1411042944785276,0.15337423312883436
2018-10-20_8_,2018-10-20_8_,yes,0.5921052631578947,0.7763157894736842,0.47297297297297297,0.625
2018-10-20_8_,2018-10-22_10,no,0.5670498084291188,0.6037735849056604,0.21455938697318008,0.16923076923076924
2018-10-20_8_,2018-10-22_11,no,0.5355987055016181,0.5689381933438986,0.21172638436482086,0.16612377850162866
2018-10-20_8_,2018-10-22_9_,no,0.5382395382395382,0.5248538011695907,0.1536231884057971,0.17595307917888564
