watch_sample,phone_sample,class,acc_similarity_2b,vel_similarity_2b,acc_similarity_3b,vel_similarity_3b
2018-10-30_10,2018-10-30_10,yes,0.6277372262773723,0.5766423357664233,0.22627737226277372,0.3458646616541353
2018-10-30_10,2018-10-30_1_,no,0.5731225296442688,0.6186770428015564,0.21666666666666667,0.26229508196721313
2018-10-30_10,2018-10-30_2_,no,0.5653333333333334,0.575197889182058,0.21081081081081082,0.1358695652173913
2018-10-30_10,2018-10-30_3_,no,0.5714285714285714,0.5802139037433155,0.21693121693121692,0.22105263157894736
2018-10-30_10,2018-10-30_4_,no,0.5697674418604651,0.5912698412698413,0.1680327868852459,0.21052631578947367
2018-10-30_10,2018-10-30_5_,no,0.5739130434782609,0.6268221574344023,0.15606936416184972,0.17543859649122806
2018-10-30_10,2018-10-30_6_,no,0.5452436194895591,0.5614849187935035,0.20476190476190476,0.23039215686274508
2018-10-30_10,2018-10-30_7_,no,0.5573122529644269,0.5859375,0.2190082644628099,0.18359375
2018-10-30_10,2018-10-30_8_,no,0.48990825688073397,0.5974499089253188,0.14453125,0.17669172932330826
2018-10-30_10,2018-10-30_9_,no,0.563894523326572,0.5215605749486653,0.21052631578947367,0.15789473684210525
2018-10-30_1_,2018-10-30_10,no,0.5892857142857143,0.5018315018315018,0.23741007194244604,0.09420289855072464
2018-10-30_1_,2018-10-30_1_,yes,0.5317460317460317,0.5277777777777778,0.17054263565891473,0.208
2018-10-30_1_,2018-10-30_2_,no,0.5444743935309974,0.5027027027027027,0.18285714285714286,0.15873015873015872
2018-10-30_1_,2018-10-30_3_,no,0.5846560846560847,0.5930851063829787,0.1783783783783784,0.16129032258064516
2018-10-30_1_,2018-10-30_4_,no,0.5745526838966203,0.5813492063492064,0.2231404958677686,0.23412698412698413
2018-10-30_1_,2018-10-30_5_,no,0.5263157894736842,0.5571847507331378,0.1686046511627907,0.20245398773006135
2018-10-30_1_,2018-10-30_6_,no,0.5921658986175116,0.5361305361305362,0.15668202764976957,0.17209302325581396
2018-10-30_1_,2018-10-30_7_,no,0.5686274509803921,0.6299212598425197,0.11693548387096774,0.2755905511811024
2018-10-30_1_,2018-10-30_8_,no,0.5361010830324909,0.5748175182481752,0.2116788321167883,0.16727272727272727
2018-10-30_1_,2018-10-30_9_,no,0.5898989898989899,0.5523613963039015,0.20481927710843373,0.18181818181818182
2018-10-30_2_,2018-10-30_10,no,0.5255474452554745,0.6043956043956044,0.16666666666666666,0.26717557251908397
2018-10-30_2_,2018-10-30_1_,no,0.5905511811023622,0.5515873015873016,0.25984251968503935,0.23622047244094488
2018-10-30_2_,2018-10-30_2_,yes,0.6,0.5405405405405406,0.3114754098360656,0.3131868131868132
2018-10-30_2_,2018-10-30_3_,no,0.5358090185676393,0.58311345646438,0.1452513966480447,0.13114754098360656
2018-10-30_2_,2018-10-30_4_,no,0.5745098039215686,0.5531496062992126,0.24696356275303644,0.19844357976653695
2018-10-30_2_,2018-10-30_5_,no,0.543859649122807,0.6120689655172413,0.2,0.1728395061728395
2018-10-30_2_,2018-10-30_6_,no,0.5509259259259259,0.5384615384615384,0.16176470588235295,0.11737089201877934
2018-10-30_2_,2018-10-30_7_,no,0.5691699604743083,0.5753424657534246,0.2222222222222222,0.21484375
2018-10-30_2_,2018-10-30_8_,no,0.5909090909090909,0.5474452554744526,0.20146520146520147,0.2591240875912409
2018-10-30_2_,2018-10-30_9_,no,0.5450901803607214,0.556910569105691,0.17372881355932204,0.16101694915254236
