timestamp,x_acc,y_acc,z_acc
1540930910111,-0.10049855,0.5910272,9.657433
1540930910123,-0.0741775,0.5288138,9.7196455
1540930910136,-0.06699903,0.526421,9.729217
1540930910158,-0.09332009,0.5623133,9.693324
1540930910174,-0.12921242,0.6269195,9.600004
1540930910185,-0.148355,0.65084773,9.602397
1540930910203,-0.11724831,0.6125626,9.640682
1540930910214,-0.124426775,0.57188463,9.671789
1540930910227,-0.0741775,0.6269195,9.731609
1540930910245,-0.062213387,0.61016977,9.829716
1540930910265,-0.09092726,0.59342,9.827323
1540930910286,-0.078963146,0.5766702,9.750752
1540930910296,-0.09092726,0.5312066,9.726824
1540930910316,-0.11246266,0.5886344,9.781859
1540930910335,-0.069391854,0.66999036,9.793823
1540930910355,-0.009571291,0.6556334,9.781859
1540930910365,-0.0071784677,0.64606214,9.769895
1540930910375,-0.038285162,0.6269195,9.702896
1540930910385,-0.05742774,0.64845496,9.705289
1540930910395,-0.086141616,0.6436693,9.674182
1540930910415,-0.040677983,0.6436693,9.659825
1540930910425,-0.014356935,0.69152576,9.676575
1540930910445,0.009571291,0.6628119,9.674182
1540930910464,-0.014356935,0.6029913,9.664611
1540930910474,-0.04546363,0.5623133,9.657433
1540930910486,-0.04546363,0.567099,9.6071825
1540930910504,-0.05503492,0.6053841,9.6071825
1540930910514,-0.040677983,0.6125626,9.600004
1540930910524,-0.0526421,0.634098,9.590433
1540930910543,-0.021535404,0.634098,9.595219
1540930910553,-0.038285162,0.62931234,9.542577
1540930910563,-0.043070808,0.6197411,9.552148
1540930910573,-0.06699903,0.6149554,9.549755
1540930910583,-0.08135597,0.5766702,9.521041
1540930910602,-0.09810573,0.567099,9.470792
1540930910622,-0.11246266,0.56470615,9.391829
1540930910632,-0.10289137,0.58624154,9.360723
1540930910642,-0.10289137,0.6053841,9.300901
1540930910652,-0.124426775,0.55034924,9.250652
1540930910662,-0.1363909,0.526421,9.224331
1540930910672,-0.11246266,0.5072784,9.174082
1540930910691,-0.1268196,0.49292147,8.913264
1540930910702,-0.15314065,0.45224348,8.788837
1540930910712,-0.17706887,0.45942193,8.63809
1540930910721,-0.1794617,0.45942193,8.49452
1540930910731,-0.22731815,0.37567315,8.329415
1540930910748,-0.28235307,0.27756742,7.972885
1540930910758,-0.30388847,0.25124636,7.7479596
1540930910768,-0.28235307,0.18664017,7.5637126
1540930910779,-0.27517462,0.17228323,7.389036
1540930910801,-0.29910284,0.050249275,7.1186476
1540930910811,-0.28953153,0.02632105,7.0061846
1540930910821,-0.22971097,-0.083748795,6.948757
1540930910831,-0.22492532,-0.23449662,6.893722
1540930910841,-0.18903299,-0.3900301,6.908079
1540930910860,-0.124426775,-0.6628119,7.166504
1540930910874,-0.10289137,-0.61016977,7.3627152
1540930910891,-0.09092726,-0.56470615,8.092526
1540930910900,-0.11485548,-0.51206404,8.484949
1540930910910,-0.15314065,-0.3589234,8.786445
1540930910920,-0.19860429,-0.1794617,9.099904
