timestamp,x_acc,y_acc,z_acc
1540930920804,0.20817557,-0.069391854,9.602397
1540930920822,0.26081768,0.02632105,9.678967
1540930920833,0.25842485,0.021535404,9.772287
1540930920843,0.27517462,0.023928227,9.822537
1540930920862,0.2847459,-0.05503492,9.772287
1540930920872,0.2727818,-0.08853444,9.750752
1540930920882,0.2656033,-0.038285162,9.688539
1540930920894,0.21774685,0.014356935,9.5760765
1540930920914,0.2321038,-0.0047856453,9.693324
1540930920925,0.25124636,0.0047856453,9.798609
1540930920944,0.27038896,0.1052842,9.915857
1540930920964,0.25842485,0.09092726,9.801002
1540930920974,0.2943172,0.11006984,9.757931
1540930920994,0.31345975,0.11006984,9.722038
1540930921011,0.24885355,0.0741775,9.793823
1540930921021,0.23688944,0.038285162,9.834501
1540930921031,0.2440679,0.031106694,9.875179
1540930921043,0.22731815,0.05503492,9.891929
1540930921053,0.23928227,0.069391854,9.88475
1540930921063,0.21774685,0.047856454,9.80818
1540930921082,0.22253251,0.0023928226,9.724431
1540930921093,0.20817557,-0.02632105,9.693324
1540930921112,0.14356937,-0.02871387,9.671789
1540930921123,0.16271193,-0.02632105,9.705289
1540930921142,0.22013968,-0.0071784677,9.676575
1540930921152,0.2009971,-0.033499517,9.628718
1540930921164,0.18664017,-0.031106694,9.580862
1540930921182,0.19381863,-0.031106694,9.554541
1540930921192,0.17467605,-0.038285162,9.468399
1540930921212,0.15314065,-0.0526421,9.353543
1540930921231,0.148355,-0.0047856453,9.241081
1540930921241,0.13399807,-0.014356935,9.15494
1540930921251,0.13399807,-0.011964113,9.073584
1540930921261,0.11964113,-0.09332009,8.989835
1540930921282,0.083748795,-0.34217364,8.719446
1540930921300,0.08853444,-0.52163535,8.202596
1540930921312,0.086141616,-0.4953143,7.8723865
1540930921322,0.12921242,-0.41635114,7.5637126
1540930921341,0.148355,-0.3684947,7.0612197
1540930921363,0.02871387,-0.4426722,6.829116
1540930921381,-0.0071784677,-0.6436693,6.826723
1540930921391,-0.0047856453,-0.80159557,6.8745794
1540930921401,-0.023928227,-0.93559366,6.9320073
1540930921411,-0.043070808,-1.0073783,7.0325055
1540930921421,-0.06460621,-1.0456635,7.1306114
1540930921440,-0.016749758,-0.80877405,7.3363943
1540930921450,-0.04546363,-0.7178468,7.4153576
1540930921460,-0.086141616,-0.70348984,7.448857
1540930921480,-0.2105684,-0.7800602,7.678568
1540930921490,-0.31345975,-0.83988076,7.884351
1540930921500,-0.38763726,-0.9834501,8.188239
1540930921516,-0.5479564,-1.1844472,8.975478
1540930921526,-0.6556334,-1.1509477,9.482756
1540930921546,-0.8255238,-0.9810573,10.238888
1540930921559,-0.9451649,-0.95712906,10.676775
1540930921569,-1.0959128,-0.8781659,11.133803
1540930921580,-1.3304094,-0.79920274,11.52862
1540930921589,-1.4883357,-0.7752745,12.203396
1540930921601,-1.5098711,-0.94277215,13.009777
1540930921619,-1.6199409,-1.3878372,13.629518
1540930921629,-1.7563318,-0.97866446,12.557533
1540930921646,-3.5581272,0.55513483,12.650853
1540930921660,-2.8570302,0.634098,13.983656
1540930921679,-1.8735801,-0.40677986,15.586846
1540930921689,-1.6342978,-0.18424734,15.438492
1540930921700,-1.430908,-0.27996024,14.713467
1540930921719,-0.863809,-0.70348984,12.102897
1540930921732,-1.012164,-0.8757731,11.310873
1540930921745,-1.1318051,-0.5599205,10.363315
1540930921757,-1.1365907,-0.36370903,9.970892
1540930921768,-1.1653047,-0.35653058,9.671789
1540930921784,-1.3256238,-0.567099,9.3104725
1540930921793,-1.4691931,-0.57427746,9.18126
1540930921803,-1.5625132,-0.5479564,9.013762
1540930921814,-1.579263,-0.54317075,8.9108715
1540930921836,-1.6582261,-0.567099,8.932407
1540930921846,-1.6773686,-0.5168497,8.997013
1540930921856,-1.7036897,-0.43070808,9.0544405
1540930921866,-1.6510476,-0.38763726,9.109476
1540930921886,-1.7778672,-0.46899325,9.135797
1540930921903,-1.7730815,-0.32303107,9.229117
1540930921916,-1.7180467,-0.3397808,9.265009
1540930921926,-1.6630118,-0.36131623,9.3200445
1540930921944,-1.6486548,-0.28713873,9.5353985
1540930921954,-1.5218352,-0.30867413,9.597611
1540930921973,-1.5002998,-0.43788654,9.693324
1540930921984,-1.5026926,-0.3924229,9.717253
1540930922003,-1.4835501,-0.33260235,9.853643
1540930922015,-1.5026926,-0.38285163,9.911072
1540930922032,-1.5050855,-0.47856453,9.944571
1540930922041,-1.5026926,-0.45942193,9.923036
