timestamp,x_acc,y_acc,z_acc
1540928488519,0.3397808,0.45702913,9.623933
1540928488533,0.31106696,0.36610186,9.707682
1540928488553,0.2440679,0.37088752,9.698111
1540928488563,0.26799613,0.35174492,9.698111
1540928488574,0.25842485,0.30867413,9.700503
1540928488584,0.2632105,0.31345975,9.717253
1540928488594,0.22971097,0.3062813,9.726824
1540928488606,0.20578274,0.3469593,9.734002
1540928488624,0.19381863,0.38763726,9.667004
1540928488635,0.22731815,0.34217364,9.65504
1540928488645,0.25603202,0.30867413,9.657433
1540928488656,0.2440679,0.3589234,9.695718
1540928488666,0.23449662,0.35174492,9.755538
1540928488684,0.17228323,0.28713873,9.796216
1540928488697,0.13160525,0.31106696,9.745967
1540928488715,0.18185452,0.32542387,9.702896
1540928488735,0.15314065,0.2847459,9.736395
1540928488755,0.083748795,0.24885355,9.717253
1540928488764,0.0741775,0.25603202,9.731609
1540928488774,0.062213387,0.2847459,9.710074
1540928488792,0.06460621,0.29192436,9.68136
1540928488804,0.07178468,0.30867413,9.710074
1540928488814,0.08135597,0.32303107,9.688539
1540928488824,0.10289137,0.29671,9.616755
1540928488834,0.13878371,0.30149564,9.592826
1540928488844,0.1363909,0.33738798,9.590433
1540928488854,0.148355,0.3397808,9.585648
1540928488873,0.124426775,0.31345975,9.556933
1540928488883,0.11724831,0.32063824,9.523434
1540928488903,0.11964113,0.3493521,9.52822
1540928488913,0.15553348,0.33499518,9.537791
1540928488923,0.13878371,0.31106696,9.556933
1540928488933,0.13160525,0.32303107,9.54497
1540928488943,0.1268196,0.3062813,9.525827
1540928488962,0.06699903,0.2321038,9.394221
1540928488972,0.043070808,0.20817557,9.348758
1540928488982,0.038285162,0.21535404,9.24826
1540928489001,-0.0023928226,0.14356937,8.946764
1540928489012,-0.021535404,0.08853444,8.7577305
1540928489022,-0.05503492,0.016749758,8.496913
1540928489032,-0.06460621,-0.124426775,8.169097
1540928489042,-0.09092726,-0.27517462,7.812566
1540928489056,-0.09571291,-0.41156548,7.503892
1540928489068,-0.148355,-0.64606214,6.9678993
1540928489078,-0.2009971,-0.6221339,6.867401
1540928489088,-0.2440679,-0.5407779,6.836294
1540928489110,-0.20338993,-0.3493521,6.728617
1540928489121,-0.12921242,-0.2727818,6.8075805
1540928489134,-0.078963146,-0.15553348,6.8315086
1540928489150,0.02632105,-0.0071784677,7.1282187
1540928489161,0.021535404,-0.02632105,7.472785
1540928489170,0.02871387,-0.08853444,7.850851
1540928489180,0.033499517,-0.11724831,8.322237
1540928489190,0.009571291,-0.1268196,8.843872
1540928489210,-0.1268196,-0.18424734,9.753145
1540928489220,-0.22253251,-0.16271193,10.155139
1540928489230,-0.34217364,-0.20338993,10.54517
1540928489240,-0.43788654,-0.27038896,10.99502
1540928489259,-0.60059845,-0.6795616,11.849257
1540928489269,-0.8039884,-0.69152576,12.363714
1540928489279,-1.0217353,-0.66041905,12.744173
1540928489296,-1.7443677,-0.30867413,12.378072
1540928489309,-2.3401806,1.2849457,12.547962
1540928489319,-1.8807586,2.5004997,14.323437
1540928489329,-1.2849457,2.57707,15.885949
1540928489348,-1.4141582,1.3351951,15.340386
1540928489358,-1.1365907,0.38285163,14.239688
1540928489375,-0.6652047,-0.526421,11.913864
1540928489385,-0.40438703,-0.3182454,11.255837
1540928489395,-0.19860429,-0.03589234,10.688739
1540928489406,-0.14117654,0.2440679,10.073783
1540928489419,-0.18424734,0.526421,9.456435
1540928489438,-0.2847459,0.971486,8.693125
1540928489457,-0.5407779,0.85902333,8.6548395
1540928489468,-0.6580262,0.6771688,8.855837
1540928489487,-0.85902333,0.31106696,9.119047
1540928489496,-0.8662018,0.15074782,9.23151
1540928489507,-0.89013004,0.031106694,9.32483
1540928489526,-1.038485,-0.019142581,9.430114
1540928489537,-1.0456635,-0.0526421,9.420543
1540928489556,-0.91166544,-0.08853444,9.394221
1540928489576,-0.8805587,-0.33499518,9.437292
1540928489596,-0.91166544,-0.2632105,9.499506
1540928489616,-0.7585248,-0.043070808,9.664611
1540928489635,-0.80159557,0.05503492,9.9015
1540928489652,-0.82313097,0.15792629,9.97807
1540928489662,-0.76331043,0.11006984,10.068997
1540928489672,-0.7178468,0.02632105,10.076176
1540928489682,-0.7369894,-0.07178468,10.073783
1540928489694,-0.7848458,-0.11964113,10.013963
1540928489714,-0.78723866,-0.050249275,9.930214
1540928489734,-0.7178468,0.09810573,9.908679
1540928489744,-0.74177504,0.11964113,9.882358
1540928489763,-0.75613195,0.033499517,9.762716
1540928489781,-0.782453,-0.040677983,9.731609
1540928489792,-0.8566305,-0.023928227,9.678967
1540928489802,-0.8925229,0.038285162,9.659825
1540928489812,-0.8805587,0.047856454,9.698111
1540928489831,-0.81834537,0.076570325,9.80818
1540928489842,-0.7298109,0.07178468,9.853643
1540928489861,-0.49292147,-0.023928227,9.822537
1540928489875,-0.39960137,-0.16271193,9.772287
1540928489889,-0.12921242,-0.40677986,9.686146
1540928489900,0.062213387,-0.47377887,9.712467
1540928489912,0.17467605,-0.5599205,9.77468
1540928489932,0.27756742,-0.6795616,9.757931
1540928489952,0.27756742,-0.72263247,9.638289
1540928489972,0.13160525,-0.85902333,9.571291
1540928489992,-0.15792629,-0.94755775,9.497113
1540928490001,-0.3804588,-0.89730847,9.45165
1540928490012,-0.61016977,-0.8805587,9.413364
1540928490031,-1.2035898,-0.81595254,9.41815
1540928490050,-2.0745773,-0.6652047,9.399008
1540928490061,-2.4239295,-0.57188463,9.437292
1540928490081,-3.022135,-0.33020952,9.573684
1540928490097,-3.4073794,0.0,9.700503
1540928490107,-3.4719856,0.1363909,9.738789
1540928490117,-3.400201,0.25124636,9.678967
1540928490127,-3.3236306,0.3469593,9.619147
1540928490137,-3.2159536,0.51206404,9.5665045
