timestamp,x,y,x_velocity,y_velocity
1540928475640,0.023592623,0.053666715,0.0,-30.019077
1540928475674,0.023440702,0.053606816,-89.255775,-27.13278
1540928475690,0.023322683,0.053606816,-128.01474,-15.611577
1540928475706,0.023037322,0.053700052,-227.13297,51.428265
1540928475723,0.022600576,0.053816117,-386.7531,112.49584
1540928475740,0.02226783,0.053846404,-476.94278,129.47261
1540928475756,0.02202852,0.053906295,-400.79645,96.63011
1540928475774,0.021815777,0.053937614,-283.4456,38.748947
1540928475789,0.021695457,0.053997464,-107.32341,12.892244
1540928475806,0.021573864,0.054026086,-36.655796,30.51599
1540928475823,0.021454092,0.054026086,-44.90377,24.940475
1540928475839,0.021334987,0.054026086,-64.86904,-7.1784825
1540928475856,0.021214692,0.053995527,-92.69603,-28.168194
1540928475873,0.02109365,0.053906295,-111.680595,-74.587135
1540928475889,0.020976506,0.053906295,-111.19877,-66.51241
1540928475907,0.020851122,0.053906295,-113.451355,-36.00533
1540928475923,0.02078,0.053906295,-98.887634,0.7500249
1540928475940,0.020718798,0.053906295,-65.655075,29.681135
1540928475956,0.020657847,0.053906295,-38.860508,20.70569
1540928475972,0.020554785,0.05399463,-45.89453,31.8374
1540928475989,0.020523176,0.054056495,-51.39233,68.99598
1540928476005,0.020523176,0.05411593,-48.951817,96.408516
1540928476022,0.020431291,0.05414588,-32.96479,73.43784
1540928476038,0.02037228,0.054236155,-34.895348,54.91859
1540928476056,0.02034262,0.05435468,-42.914017,75.6231
1540928476073,0.020265877,0.054325562,-54.509018,57.7003
1540928476090,0.020203881,0.054325562,-54.593544,21.816732
1540928476106,0.020222249,0.054416098,-19.459726,-0.68433464
1540928476123,0.020222249,0.054475307,-7.023273,24.739433
1540928476138,0.020162063,0.05444536,-6.2942696,24.933792
1540928476206,0.020101879,0.05444536,0.0,0.0
1540928476322,0.02036114,0.054532897,679.3751,104.8328
1540928476339,0.02154015,0.054654606,1641.3174,115.31588
1540928476355,0.023703143,0.05472176,2604.4236,49.530277
1540928476372,0.026562562,0.05467675,3187.342,-24.958355
1540928476388,0.029688846,0.054751337,3549.4006,-49.101257
1540928476405,0.03272255,0.054897234,3728.6472,36.5504
1540928476422,0.035653755,0.055166773,3469.397,167.1389
1540928476439,0.038564928,0.05562325,2949.6482,380.46457
1540928476460,0.041105233,0.05595353,2526.6765,498.21616
1540928476472,0.043406732,0.056247976,2214.2856,430.68396
1540928476488,0.04505469,0.056362025,1759.6886,278.4389
1540928476505,0.04631423,0.05642192,1163.434,56.637714
