timestamp,x_acc,y_acc,z_acc
1540928548844,0.11246266,0.19860429,9.80818
1540928548860,0.15553348,0.27038896,9.8632145
1540928548871,0.17467605,0.22971097,9.829716
1540928548882,0.124426775,0.20817557,9.829716
1540928548906,0.10289137,0.27756742,9.772287
1540928548920,0.09332009,0.20817557,9.8321085
1540928548930,0.09571291,0.18185452,9.865608
1540928548940,0.040677983,0.20578274,9.9015
1540928548951,0.009571291,0.2847459,9.853643
1540928548962,0.016749758,0.34217364,9.829716
1540928548982,0.04546363,0.29910284,9.786645
1540928548998,-0.014356935,0.30867413,9.702896
1540928549010,-0.021535404,0.31585258,9.674182
1540928549021,-0.019142581,0.30388847,9.664611
1540928549041,-0.06460621,0.27996024,9.712467
1540928549051,-0.062213387,0.28713873,9.683753
1540928549061,-0.069391854,0.35653058,9.678967
1540928549071,-0.050249275,0.40438703,9.664611
1540928549090,0.0071784677,0.39960137,9.62154
1540928549100,-0.021535404,0.35413775,9.58804
1540928549120,-0.04546363,0.35653058,9.578469
1540928549139,-0.0047856453,0.3900301,9.600004
1540928549149,0.009571291,0.36370903,9.609575
1540928549159,0.02632105,0.36610186,9.595219
1540928549169,0.038285162,0.38763726,9.623933
1540928549179,0.031106694,0.37088752,9.643075
1540928549189,0.031106694,0.38285163,9.652647
1540928549199,0.033499517,0.3804588,9.645468
1540928549219,0.059820566,0.36370903,9.633504
1540928549239,0.059820566,0.3397808,9.707682
1540928549249,0.0526421,0.3182454,9.731609
1540928549268,0.019142581,0.2632105,9.74836
1540928549278,0.009571291,0.22253251,9.702896
1540928549288,0.031106694,0.25842485,9.667004
1540928549298,0.069391854,0.2847459,9.659825
1540928549308,0.08135597,0.30867413,9.635897
1540928549318,0.09332009,0.33499518,9.635897
1540928549338,0.07178468,0.3062813,9.611969
1540928549353,0.040677983,0.2847459,9.487542
1540928549364,0.0,0.27756742,9.389436
1540928549376,-0.011964113,0.25842485,9.334401
1540928549387,-0.038285162,0.25124636,9.233903
1540928549397,-0.040677983,0.22013968,9.083155
1540928549407,-0.047856454,0.20817557,8.906086
1540928549426,-0.09332009,0.15314065,8.4347
1540928549437,-0.083748795,0.08135597,8.16431
1540928549454,-0.09092726,-0.17467605,7.52782
1540928549464,-0.09092726,-0.13399807,7.204789
1540928549476,-0.05742774,-0.09332009,6.927222
1540928549493,-0.031106694,0.23928227,6.623333
1540928549503,-0.09571291,0.39960137,6.5276203
1540928549516,-0.11485548,0.4211368,6.4797635
1540928549536,-0.05503492,0.27038896,6.908079
1540928549555,-0.1363909,-0.08853444,8.178668
1540928549565,-0.4211368,-0.2847459,8.71466
1540928549575,-0.75613195,-0.3493521,9.377472
1540928549585,-1.0576276,-0.25603202,9.80818
1540928549595,-1.2753744,0.0023928226,9.812965
1540928549605,-1.3351951,0.4833502,9.475577
1540928549615,-1.2753744,1.0073783,9.265009
1540928549635,-2.0338993,0.68195444,9.468399
1540928549654,-3.290131,2.120041,14.323437
1540928549664,-3.318845,2.0315065,15.885949
1540928549676,-3.2925239,2.1655045,16.491333
1540928549694,-1.9334008,1.2059826,15.290136
1540928549704,-1.375873,0.6843473,14.007584
1540928549714,-0.8781659,0.49292147,12.878172
1540928549724,-0.5312066,0.6221339,11.9019
1540928549741,-0.23449662,1.012164,10.320244
1540928549761,-0.3900301,1.4189439,9.693324
1540928549771,-0.52163535,1.4237294,9.600004
1540928549781,-0.6891329,1.2705889,9.573684
1540928549794,-0.849452,1.1174482,9.492328
1540928549813,-1.1724831,0.9020941,9.372686
1540928549832,-1.2442678,0.67477596,9.58804
1540928549843,-1.2323036,0.5479564,9.657433
1540928549863,-1.1294123,0.4235296,9.731609
1540928549873,-1.1724831,0.3278167,9.647861
1540928549893,-1.2011969,0.11246266,9.631111
1540928549912,-1.2634103,0.08135597,9.552148
1540928549931,-1.079163,0.36370903,9.442079
1540928549943,-0.97866446,0.42592242,9.468399
1540928549961,-1.0552348,0.46181476,9.657433
1540928549972,-1.1437693,0.3924229,9.68136
1540928549991,-1.2658032,0.31106696,9.5760765
1540928550008,-1.2011969,0.44745782,9.595219
1540928550028,-1.0552348,0.57188463,9.571291
1540928550038,-1.0432707,0.61016977,9.573684
1540928550048,-1.0217353,0.62452674,9.643075
