timestamp,x_acc,y_acc,z_acc
1540916600387,-0.18424734,0.34456646,9.793823
1540916600402,-0.15314065,0.3062813,9.79143
1540916600419,-0.14117654,0.3278167,9.839287
1540916600431,-0.15314065,0.29671,9.810573
1540916600453,-0.16031912,0.30149564,9.815358
1540916600473,-0.15314065,0.32063824,9.784252
1540916600490,-0.15792629,0.29910284,9.731609
1540916600503,-0.15314065,0.29192436,9.7196455
1540916600513,-0.15314065,0.26799613,9.729217
1540916600524,-0.14356937,0.25603202,9.745967
1540916600542,-0.148355,0.2727818,9.734002
1540916600553,-0.16749759,0.28235307,9.712467
1540916600570,-0.17228323,0.30388847,9.722038
1540916600583,-0.18664017,0.32303107,9.7196455
1540916600594,-0.17228323,0.31345975,9.717253
1540916600612,-0.148355,0.3397808,9.698111
1540916600623,-0.1363909,0.33020952,9.698111
1540916600642,-0.12921242,0.36610186,9.722038
1540916600663,-0.16749759,0.35413775,9.712467
1540916600682,-0.15553348,0.40917268,9.700503
1540916600701,-0.17706887,0.3684947,9.736395
1540916600712,-0.18664017,0.35653058,9.745967
1540916600729,-0.18664017,0.35413775,9.750752
1540916600739,-0.18903299,0.35413775,9.729217
1540916600759,-0.16510476,0.4211368,9.669396
1540916600769,-0.16031912,0.37567315,9.645468
1540916600789,-0.1268196,0.33738798,9.623933
1540916600798,-0.11006984,0.32063824,9.614362
1540916600808,-0.11006984,0.27756742,9.580862
1540916600818,-0.11724831,0.28713873,9.542577
1540916600828,-0.1052842,0.2656033,9.489935
1540916600841,-0.09571291,0.2536392,9.449257
1540916600851,-0.09571291,0.2105684,9.413364
1540916600871,-0.09332009,0.18903299,9.24826
1540916600891,-0.09092726,0.17467605,9.083155
1540916600910,-0.1052842,0.059820566,8.9013
1540916600921,-0.1052842,0.040677983,8.774481
1540916600932,-0.09571291,0.09332009,8.602198
1540916600950,-0.11724831,0.086141616,8.195417
1540916600971,-0.17228323,0.11006984,7.668997
1540916600991,-0.12921242,0.2440679,7.058827
1540916601010,-0.11006984,0.39960137,6.448657
1540916601021,-0.09810573,0.3924229,6.3074803
1540916601037,-0.22731815,0.21296121,6.472585
1540916601047,-0.30149564,0.09332009,6.71426
1540916601057,-0.3469593,-0.13399807,7.0636125
1540916601067,-0.46899325,-0.13878371,7.570891
1540916601080,-0.51445687,-0.078963146,8.200203
1540916601100,-0.7920243,-0.0526421,9.044869
