timestamp,x,y,x_velocity,y_velocity
1540916659855,0.01943984,0.034290392,-66.8807,1.8619184
1540916659888,0.01943984,0.034110706,-43.77959,-222.07965
1540916659937,0.019292582,0.034167413,-61.76164,33.46511
1540916659953,0.019171393,0.034315594,-138.50581,148.96756
1540916659969,0.019048648,0.03447007,-149.89311,197.19814
1540916659986,0.018990098,0.034588236,-123.72584,187.04712
1540916660004,0.018863257,0.034679715,-75.08938,111.82943
1540916660019,0.018777803,0.034712486,-82.97482,53.303375
1540916660036,0.018685589,0.03479951,-77.0798,25.790287
1540916660053,0.01862734,0.03479951,-85.70455,15.572895
1540916660087,0.018567255,0.034859404,2.2100866,9.8107395
1540916660120,0.018537061,0.034859404,-10.248117,-25.617897
1540916660353,0.018476875,0.034859404,0.0,0.0
1540916660403,0.018476875,0.034997396,0.0,231.02293
1540916660421,0.018376863,0.03603355,-168.88026,1644.7705
1540916660437,0.017966142,0.03915974,-492.96255,3730.4946
1540916660453,0.017301975,0.04344223,-765.30676,4998.054
1540916660470,0.016720092,0.04856933,-814.0045,5914.8364
1540916660486,0.016347045,0.05391995,-693.4331,6381.642
1540916660504,0.016109178,0.05904738,-458.6429,6240.253
1540916660519,0.015849363,0.06304449,-170.12561,5042.4683
1540916660535,0.015640192,0.06583496,-54.391113,3621.2693
1540916660552,0.015432512,0.06794682,-103.664024,2059.3718
1540916660568,0.015373801,0.0689877,-100.78521,646.3012
1540916660585,0.015347243,0.06942486,-24.805912,-329.8428
1540916660602,0.015347243,0.06957385,56.81646,-746.43634
1540916660618,0.015347243,0.06962896,69.80029,-803.1265
1540916660668,0.015347243,0.06944782,0.09179207,-126.90812
1540916660686,0.015347243,0.06932772,-0.016831134,-114.30834
1540916660702,0.015347243,0.069203466,-0.016865043,-118.10776
1540916660718,0.015347243,0.0691498,0.02014826,-114.32686
1540916661001,0.015347243,0.06911985,0.0,0.0
1540916661086,0.015347243,0.06905995,0.0,0.0
1540916661105,0.015258388,0.06897153,-125.67544,-125.12386
1540916661125,0.015133052,0.068653,-149.70345,-366.05597
